Id,Type,ParentId,Name,Order,Completed,Counter,Percentage,Note,Deleted,Priority,CreationDate,IterationDate,ResetDays,Collapsed,Forecast
7b914ac5-fdac-4171-a5bc-8b9e81d8bbaf,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Arreglar Techo del salón,16,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
fd24beb6-d5ba-4153-b253-365bd48e6cee,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Acondicionar espacio de la estufa,17,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d2159a48-af3d-42dd-8350-e3ec3f76c04a,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Poner y fijar tubo estufa,18,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
c5078121-eae7-4b25-ab00-bb302e9f8f7a,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Tapar secciones del tubo de la estufa y abrir arriba,19,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
473c1722-43c5-44d7-822f-ba8dd02fe872,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Buscar rejilla seguridad estufa,20,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
38955fe1-149e-44d2-9980-33413c205679,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Buscar nuevo fregadero para la cocina,21,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
8ccde26b-9b92-4997-9203-f8818e179405,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Buscar nueva encimera para la cocina,22,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
39624565-b36d-47bc-a867-de9542376950,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Comprar un espejo para el salón,23,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
c269ed85-33ed-4e17-8753-eb0a7f2a464d,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Fabricar y comprar espejos habitación invitados,24,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
aa263c5a-d506-4ccb-a0ec-a7524b79e091,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Abrir paso entre casa y taller,25,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
46fea051-4236-4028-9db8-c617a4249fcb,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Aislar techo buhardilla,26,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
aea0c2c3-ad8f-476b-b12c-6448b314504f,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Fabricar mesa plegable para el salón,27,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
6e5f012d-3601-4a5b-bf97-d256d545c6a7,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Poner ventana ático en la habitación,28,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
2d88b4f6-6033-4341-9728-74e3fc6753b4,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Poner ventana atico estudio,29,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
70781174-1bfd-4bad-9a79-239ef1a4fb3a,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Poner luz salón a instalación,30,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
7ae037d9-56ee-42ea-a685-fda574eb16e8,task,6cf296ec-1c19-4ed8-811b-3399ef7747a9,Mejorar mueble cocina,31,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
6426ad71-812b-4f3a-b4f0-8c6c9fc38e79,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir pergola madera solar con diseños 3D realizado,0,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
c572727e-18d4-4674-9626-99cb8dec935c,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir Invernadero de 3x8 con plásticos y tubos,1,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
17e8cff2-c92a-4b96-95da-cfc3cbf1c11b,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir entrada a patio cocina con pilares de madera y puerta de hierro,2,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
cadaf633-5194-4e28-a120-9b4254c10789,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Cementar patio cocina,3,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
74857930-1cb9-4f58-9e36-14151391d058,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir ribazo línea camino,4,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
f28b6650-600a-41f9-8e39-1947ae8b9ade,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir ducha externa verano de obra,5,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
2594f56c-9488-4cba-aac0-57eae37a4ba1,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir potabilizadora de aguas grises,6,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d30acf74-f82a-4fe3-932f-cb5d16c1e4d1,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Arreglar techo de hierros pintar y enlucir,7,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
aa4de309-3607-4aa3-86fa-cc5f33b00814,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir balsa riego,8,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
ef0a2148-f8a0-4cee-bb07-44c51df24326,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir fuente trasera,9,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
395d6a4d-b493-4743-aec2-d079cb783549,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Construir muro contención tierra detrás de casa,10,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d686d1e3-c9ec-43b3-aca0-fdf6cb148c8c,task,a24bc5f3-56fc-4aa9-a635-0ea98e7ac0eb,Arreglar techo horno de leña,11,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
2669124c-b7d6-4ab7-91ef-d783f1817500,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar semilleros,0,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
fc6c0584-6df8-49cc-8b14-409890c28fa0,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar lentisco línea cerca Invernadero,1,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
19decba1-3483-4917-bb3a-8ddd2dd803ce,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar florecitas línea camino,2,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
61b9978a-4670-49e9-a973-7e6022abcfe1,task,88396aa6-c80e-4c71-b884-d1863cc18104,Ir a por adelfas,3,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
8ac117d7-39a9-432b-9e74-9dd0a18c41c5,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar adelfas,4,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
874f1dd8-e70f-4bcd-a244-b691fd8753f9,task,88396aa6-c80e-4c71-b884-d1863cc18104,"Plantar membrillo ,",5,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
b6396967-eb1e-4598-8626-ab5e75b7449e,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar viñas,6,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
b1b11041-f0d2-4e45-a194-6847fafebc3e,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar pepinos y otras cosas con Sabrina,7,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
dfb01694-c303-410c-8f8a-85a4122c9898,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar chumberas a lo largo del camino,8,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d208eca8-ef0b-45d4-a039-2156a85ef77d,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar pinos a lo largo del camino,9,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
b73b42c5-e18c-4bce-8650-4bdb74815b9c,task,88396aa6-c80e-4c71-b884-d1863cc18104,Enraizar esquejes lentisco,10,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
6c4a5e89-ea82-4ba6-9a73-dc5871b1b51f,task,88396aa6-c80e-4c71-b884-d1863cc18104,Regar esquejes lentisco,11,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d5e12ec4-8a77-47d7-ba56-53455a03c73f,task,88396aa6-c80e-4c71-b884-d1863cc18104,Injertos pistacho,12,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
457e3597-a491-4dea-a470-7bcb16a5b3e2,task,88396aa6-c80e-4c71-b884-d1863cc18104,Comprar pistachos y plantarlos,13,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
ffe4a96c-281a-4c9e-8601-69e3038c4356,task,88396aa6-c80e-4c71-b884-d1863cc18104,Comprar guindos y plantarlos,14,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
88d24c1f-59dc-4a5b-a29c-7dc517233c4e,task,88396aa6-c80e-4c71-b884-d1863cc18104,Comprar cerezos y plantarlos,15,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
060b4e86-0f2b-4804-a94f-9841904d92d4,task,88396aa6-c80e-4c71-b884-d1863cc18104,Poner maceteros ventana y plantar flores,16,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
1132eec4-8cef-48ad-9343-4029e876ed9f,task,88396aa6-c80e-4c71-b884-d1863cc18104,Plantar ciruelos en la fuente,17,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
2310e037-1786-40fb-82b7-3e1dcb71a434,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Restaurar Puerta Principal,0,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
3170527b-cce6-4550-a1b7-d8a03aa49c78,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Restaurar Puerta cocina,1,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
b65b3695-4b94-4a53-8c37-187a5627c708,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Instalar filtro de agua para beber,2,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
4c29f8c3-e190-4b7c-b4d2-84ee618d3bea,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Arreglar esquina casa con canal,3,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
9f68e592-232c-405b-9a72-386c9bfc3785,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Arreglo del canal del porche de la lavadora,4,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
802b000e-8a58-4b48-90d4-fa728abe21a2,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Arreglar la luz del taller,5,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
437bc2de-bc33-4e7c-8e50-ca91444d057a,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Arreglar la impresora D,6,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
3f80a195-772c-4ccd-ba5d-86bf3cbbf41c,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Arreglar goteras del taller,7,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
960d7997-119e-417c-ad63-dca55bf6f146,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Mejorar cuadro eléctrico,8,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
69c54b34-3831-4736-b31f-8c8f45045366,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Pensar en la iluminación de la parte delantera casa,9,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
6d507ad3-58d6-4f0e-b15e-a3505f548fac,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Luces cama y mesita,10,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
b91421a8-98b7-4c2a-8094-d50bfe96ca3b,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Poner toma de luz cafetera,11,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
6a6e2251-9671-47f6-a84a-0f383877d82b,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Arreglar enrollador eléctrico,12,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
64010fa8-7ee8-4fea-9872-a802641a210a,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Reparar aspiradora Carmen,13,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
9daddfd9-f609-4857-a002-d63bed26a131,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Poner red y WIFI en casa,14,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
6568e42c-8804-42ef-917b-2f4677f3b28c,task,5d7a2359-e014-4965-99fa-20a5cdf3cb09,Pensar en una solución para la luz en la entrada de la casa,15,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d78d6931-6216-44da-a263-73bc41a99f5d,task,18167c66-b9fa-40d4-92d8-76906358cc53,Poner 2 mas lavadoras,0,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
3b8fca10-59af-4d4b-92eb-4fbfcca5b782,task,18167c66-b9fa-40d4-92d8-76906358cc53,Recoger y poner lavavajillas diariamente,1,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
4dafeeca-d7cf-4fb5-bdaf-29d002743eaf,task,18167c66-b9fa-40d4-92d8-76906358cc53,Ordenar taller,2,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
8cece707-8f62-473a-b2e6-146c781bae6a,task,18167c66-b9fa-40d4-92d8-76906358cc53,Organizar mi ropa,3,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
a24f9cf8-5ef0-438f-8e66-33cb1fef0519,task,18167c66-b9fa-40d4-92d8-76906358cc53,Ordenar cables y cosas PC. Puesto múltiple de carga USB,4,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
7cb0b219-3a77-483f-95ff-e5110b320c82,task,18167c66-b9fa-40d4-92d8-76906358cc53,Organizar especias,5,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
dfff8b74-f0c4-468f-b961-d0f9ddfabdc1,task,18167c66-b9fa-40d4-92d8-76906358cc53,Organizar mueble despensa,6,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
c91fe0d6-0c9e-470d-816a-0866cd00166a,task,18167c66-b9fa-40d4-92d8-76906358cc53,Hacer estanterias despensa,7,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
29ce4257-cdcd-47f0-bd71-dd649e18e022,task,18167c66-b9fa-40d4-92d8-76906358cc53,Limpiar fogones,8,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
8a024e11-7d4c-42fe-a41f-4bd947df594c,task,18167c66-b9fa-40d4-92d8-76906358cc53,Poner cubos para separar basura reciclaje,9,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
9a8ad418-c030-467f-804a-49df4e4b6f75,task,fb0c361a-1ec0-4dac-ab35-a0144937e691,Construir pergola madera solar con diseños 3D realizado,0,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
f2b105c9-6833-4430-9419-de794350ee5c,task,fb0c361a-1ec0-4dac-ab35-a0144937e691,Fabricar maceteros autorriego con Sabrina,1,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d35dac9e-98c1-45f2-abf0-8291792fc3a7,task,fb0c361a-1ec0-4dac-ab35-a0144937e691,Hacer adorno de cabeza de cabra,2,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
fb250318-1d1a-4bb6-b717-5cfd17800570,task,a59b1984-82ac-455c-bedb-18777a7940db,Camperizar furgoneta de Carmen,0,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
a8db2ea8-2ab8-42ea-bd23-3dfafe633e69,task,a59b1984-82ac-455c-bedb-18777a7940db,Limpiar mi coche y reparaciones varias,1,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
d4d2d6aa-b369-47d2-b807-f95b88e0d880,task,a59b1984-82ac-455c-bedb-18777a7940db,Comprar Aceite motosierra,2,False,0,0,,False,500,2026-03-28,2026-03-28,0,False,0.5
